Bubble Sort Results (In Seconds)
Test 8,0.00000000,0.00000004,0.00000000,0.00000008,0.00000004,0.00000004,0.00000004
Test 9,0.00000000,0.00000008,0.00000004,0.00000004,0.00000004,0.00000004,0.00000038
Test 10,0.00000004,0.00000004,0.00000000,0.00000000,0.00000000,0.00000013,0.00000004
Averages,0.00000042,0.00000028,0.00000022,0.00000024,0.00000053,0.00000084,0.00000028

Merge Sort Results (In Seconds)
,10,100,1000,10000,25000,50000,100000
Test 1,0.00000138,0.00000042,0.00000042,0.00000042,0.00000042,0.00000038,0.00000042
Test 2,0.00000042,0.00000038,0.00000038,0.00000050,0.00000050,0.00000038,0.00000183
Test 3,0.00000033,0.00000033,0.00000038,0.00000054,0.00000046,0.00000033,0.00000029
Test 4,0.00000025,0.00000025,0.00000029,0.00000029,0.00000033,0.00000033,0.00000029
Test 5,0.00000038,0.00000042,0.00000029,0.00000029,0.00000042,0.00000029,0.00000029
Test 6,0.00000025,0.00000033,0.00000025,0.00000038,0.00000025,0.00000029,0.00000029
Test 7,0.00000029,0.00000025,0.00000025,0.00000025,0.00000258,0.00000000,0.00000013
Test 8,0.00000004,0.00000004,0.00000004,0.00000004,0.00000004,0.00000000,0.00000004
Test 9,0.00000000,0.00000004,0.00000004,0.00000004,0.00000000,0.00000000,0.00000000
Test 10,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000008
Averages,0.00000033,0.00000025,0.00000023,0.00000027,0.00000050,0.00000020,0.00000037

Quick Sort Results (In Seconds)
,10,100,1000,10000,25000,50000,100000
Test 1,0.00000754,0.00000042,0.00000050,0.00000042,0.00000071,0.00000042,0.00000042
Test 2,0.00000042,0.00000050,0.00000038,0.00000050,0.00000046,0.00000054,0.00000117
Test 3,0.00000042,0.00000033,0.00000046,0.00000033,0.00000033,0.00000025,0.00000029
Test 4,0.00000025,0.00000025,0.00000029,0.00000029,0.00000033,0.00000033,0.00000046
Test 5,0.00000029,0.00000029,0.00000029,0.00000029,0.00000033,0.00000033,0.00000025
Test 6,0.00000025,0.00000021,0.00000025,0.00000029,0.00000025,0.00000025,0.00000025
Test 7,0.00000029,0.00000025,0.00000025,0.00001313,0.00000004,0.00000008,0.00000004
Test 8,0.00000004,0.00000008,0.00000004,0.00000004,0.00000004,0.00000004,0.00000004
Test 9,0.00000000,0.00000004,0.00000004,0.00000004,0.00000004,0.00000008,0.00000004
Test 10,0.00000000,0.00000017,0.00000004,0.00000000,0.00000004,0.00000004,0.00000004
Averages,0.00000095,0.00000025,0.00000025,0.00000153,0.00000026,0.00000024,0.00000030

Java Arrays Sort Results (In Seconds)
,10,100,1000,10000,25000,50000,100000
Test 1,0.00000350,0.00000038,0.00000063,0.00000058,0.00000063,0.00000042,0.00000067
Test 2,0.00000046,0.00000088,0.00000325,0.00000038,0.00000054,0.00000067,0.00000096
Test 3,0.00000088,0.00000046,0.00000042,0.00000046,0.00000033,0.00000033,0.00000029
Test 4,0.00000029,0.00000029,0.00000029,0.00000029,0.00000029,0.00000104,0.00000058
Test 5,0.00000029,0.00000033,0.00000025,0.00000029,0.00000033,0.00000025,0.00000021
Test 6,0.00000021,0.00000025,0.00000021,0.00000025,0.00000021,0.00000025,0.00000042
Test 7,0.00000029,0.00000025,0.00000021,0.00000271,0.00000004,0.00000008,0.00000008
Test 8,0.00000004,0.00000017,0.00000004,0.00000004,0.00000004,0.00000004,0.00000004
Test 9,0.00000013,0.00000004,0.00000000,0.00000004,0.00000004,0.00000004,0.00000000
Test 10,0.00000000,0.00000004,0.00000004,0.00000000,0.00000000,0.00000004,0.00000004
Averages,0.00000061,0.00000031,0.00000053,0.00000050,0.00000025,0.00000032,0.00000033

